,jur_stn,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0~12세,vic_age_10대,"vic_age_2,30대","vic_age_4,50대",vic_age_60세초과,vic_age_미상,crm_loc_가방점,crm_loc_강(해)변,crm_loc_검문소,crm_loc_고속도로,crm_loc_고속도로휴게소,crm_loc_고속버스,crm_loc_공사장,crm_loc_공원,crm_loc_공장,crm_loc_공지,crm_loc_공판장,crm_loc_관공서,crm_loc_교량,crm_loc_기숙사,crm_loc_기타,crm_loc_기타가옥(공가.해상가옥),crm_loc_기타교통수단내,crm_loc_노상,crm_loc_노상판매점,crm_loc_대중식당,crm_loc_대형할인매장,crm_loc_병원,crm_loc_사무실,crm_loc_산중,crm_loc_상가아파트,crm_loc_상점,crm_loc_숙박업소목욕탕,crm_loc_슈퍼마켓,crm_loc_승용차,crm_loc_승합차,"crm_loc_시장,노점",crm_loc_시장및상가부근,crm_loc_식품점,crm_loc_신발판매점,crm_loc_아파트,crm_loc_야산,crm_loc_연립가옥,crm_loc_오토바이,crm_loc_오피스텔,crm_loc_일반주택,crm_loc_전답,crm_loc_정류장,crm_loc_종교기관,crm_loc_주유소,crm_loc_주차장,crm_loc_주택,crm_loc_지하도,crm_loc_지하철,crm_loc_차량부속품점,crm_loc_차안,crm_loc_창고,crm_loc_철로,crm_loc_터널,crm_loc_톨게이트,crm_loc_편의점,crm_loc_포장마차,crm_loc_학교,crm_loc_학원,crm_loc_호텔,crm_loc_회사,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,score_교통
28,서울성북경찰서,2017,1.0,0.0,635.0,3.0,0.0,14.0,0.0,21.0,1.0,0.0,17.0,1.0,1.0,23.0,0.0,382.0,0.0,12.0,0.0,85.0,0.0,1.0,0.0,173.0,0.0,14.0,135.0,46.0,511.0,5.0,15.0,66.0,70.0,25.0,511.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,677.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,238.0,106.0,100.0,166.0,70.19999999999999
29,서울송파경찰서,2017,4.0,0.0,1363.0,258.0,1.0,42.0,0.0,238.0,0.0,0.0,36.0,4.0,2.0,198.0,0.0,870.0,0.0,29.0,2.0,277.0,0.0,0.0,0.0,547.0,0.0,13.0,500.0,150.0,1292.0,22.0,25.0,245.0,262.0,93.0,1295.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1917.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,404.0,313.0,296.0,789.0,70.25
30,서울수서경찰서,2017,5.0,0.0,1062.0,46.0,0.0,23.0,0.0,23.0,0.0,0.0,32.0,3.0,0.0,75.0,0.0,345.0,0.0,19.0,0.0,147.0,0.0,1.0,0.0,578.0,0.0,23.0,433.0,193.0,565.0,12.0,21.0,238.0,280.0,75.0,565.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,222.0,216.0,269.0,386.0,72.9
31,서울양천경찰서,2017,6.0,0.0,985.0,224.0,0.0,26.0,0.0,4.0,0.0,0.0,11.0,4.0,1.0,242.0,0.0,422.0,1.0,13.0,1.0,135.0,0.0,1.0,0.0,433.0,0.0,3.0,357.0,136.0,763.0,17.0,21.0,174.0,205.0,76.0,763.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,298.0,191.0,209.0,403.0,70.05000000000001
32,서울영등포경찰서,2017,8.0,0.0,2039.0,419.0,0.0,30.0,0.0,6.0,0.0,0.0,16.0,10.0,4.0,351.0,0.0,1167.0,1.0,50.0,0.0,210.0,0.0,0.0,0.0,699.0,0.0,26.0,768.0,248.0,1502.0,14.0,35.0,434.0,390.0,142.0,1503.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,2482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,639.0,397.0,484.0,779.0,67.80000000000001
33,서울용산경찰서,2017,6.0,0.0,1310.0,220.0,0.0,32.0,0.0,20.0,0.0,0.0,18.0,7.0,0.0,124.0,0.0,575.0,0.0,23.0,3.0,185.0,1.0,3.0,0.0,655.0,0.0,30.0,573.0,206.0,827.0,7.0,24.0,331.0,313.0,103.0,828.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,1.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,382.0,273.0,285.0,506.0,68.05000000000001
34,서울은평경찰서,2017,3.0,0.0,751.0,16.0,0.0,18.0,0.0,204.0,0.0,0.0,42.0,0.0,0.0,182.0,0.0,549.0,0.0,18.0,0.0,61.0,0.0,0.0,0.0,220.0,0.0,4.0,243.0,88.0,703.0,0.0,12.0,84.0,111.0,45.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,335.0,105.0,147.0,311.0,67.6
35,서울종로경찰서,2017,6.0,0.0,346.0,4.0,0.0,16.0,0.0,28.0,0.0,0.0,12.0,2.0,0.0,28.0,0.0,194.0,0.0,11.0,0.0,56.0,0.0,0.0,0.0,114.0,0.0,7.0,101.0,31.0,280.0,2.0,2.0,46.0,64.0,18.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,74.0,63.0,83.0,154.0,69.5
36,서울종암경찰서,2017,5.0,0.0,548.0,26.0,0.0,23.0,0.0,29.0,0.0,0.0,23.0,2.0,1.0,145.0,0.0,227.0,0.0,26.0,0.0,75.0,0.0,0.0,0.0,170.0,0.0,8.0,162.0,50.0,442.0,1.0,6.0,79.0,88.0,37.0,443.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,107.0,102.0,89.0,309.0,70.1
37,서울중랑경찰서,2017,7.0,0.0,968.0,28.0,1.0,27.0,0.0,31.0,0.0,0.0,27.0,6.0,0.0,385.0,0.0,273.0,0.0,5.0,0.0,92.0,0.0,0.0,0.0,311.0,0.0,17.0,249.0,99.0,741.0,5.0,12.0,134.0,150.0,47.0,741.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1077.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,321.0,151.0,159.0,382.0,68.4
38,서울중부경찰서,2017,3.0,0.0,608.0,34.0,0.0,13.0,0.0,17.0,0.0,0.0,34.0,1.0,0.0,102.0,0.0,312.0,0.0,8.0,0.0,47.0,0.0,1.0,0.0,182.0,0.0,56.0,175.0,49.0,485.0,2.0,2.0,94.0,94.0,31.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,114.0,161.0,191.0,201.0,70.6
39,서울혜화경찰서,2017,1.0,4.0,785.0,4.0,0.0,28.0,0.0,7.0,0.0,0.0,31.0,0.0,1.0,99.0,0.0,328.0,0.0,5.0,0.0,37.0,0.0,0.0,1.0,94.0,0.0,295.0,82.0,33.0,745.0,1.0,4.0,31.0,52.0,27.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,99.0,164.0,281.0,283.0,69.9
40,충남세종경찰서,2017,7.0,0.0,637.0,111.0,0.0,25.0,2.0,26.0,0.0,0.0,35.0,3.0,4.0,102.0,0.0,272.0,0.0,11.0,2.0,234.0,0.0,3.0,0.0,209.0,0.0,3.0,263.0,83.0,497.0,8.0,13.0,131.0,146.0,45.0,500.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,159.0,126.0,158.0,334.0,68.1
41,경기수원남부경찰서,2018,29.0,0.0,4426.0,335.0,0.0,175.0,0.0,32.0,0.0,0.0,41.0,3.0,1.0,207.0,0.0,2325.0,0.0,97.0,2.0,608.0,0.0,0.0,0.0,1777.0,0.0,18.0,1274.0,654.0,3110.0,50.0,104.0,822.0,728.0,224.0,3110.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5009.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,1229.0,643.0,687.0,1512.0,64.9
42,경기수원서부경찰서,2018,20.0,0.0,1707.0,108.0,0.0,87.0,1.0,51.0,0.0,0.0,67.0,1.0,0.0,106.0,0.0,289.0,0.0,40.0,1.0,416.0,0.0,0.0,0.0,1179.0,0.0,9.0,1015.0,437.0,589.0,38.0,87.0,544.0,552.0,230.0,590.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,267.0,419.0,498.0,767.0,69.19999999999999
43,경기수원중부경찰서,2018,11.0,0.0,2909.0,280.0,0.0,133.0,0.0,74.0,0.0,0.0,53.0,3.0,1.0,532.0,0.0,1103.0,0.0,155.0,0.0,311.0,0.0,0.0,0.0,1331.0,0.0,24.0,1273.0,751.0,1436.0,37.0,103.0,684.0,847.0,353.0,1436.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3445.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,465.0,742.0,835.0,1087.0,66.65
44,경남마산동부경찰서,2018,1.0,0.0,850.0,64.0,1.0,50.0,0.0,40.0,0.0,0.0,17.0,3.0,2.0,266.0,0.0,381.0,0.0,10.0,0.0,139.0,0.0,0.0,0.0,214.0,0.0,8.0,232.0,157.0,634.0,15.0,23.0,104.0,150.0,97.0,634.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,140.0,161.0,190.0,396.0,67.7
45,경남마산중부경찰서,2018,0.0,0.0,929.0,128.0,0.0,44.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,128.0,0.0,432.0,1.0,55.0,2.0,184.0,0.0,0.0,0.0,324.0,0.0,2.0,321.0,235.0,574.0,17.0,13.0,139.0,234.0,153.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,170.0,185.0,271.0,422.0,66.85
46,경남진주경찰서,2018,0.0,0.0,1671.0,130.0,0.0,84.0,0.0,1.0,0.0,0.0,11.0,11.0,2.0,151.0,0.0,691.0,2.0,41.0,0.0,530.0,0.0,1.0,0.0,466.0,0.0,2.0,491.0,290.0,1116.0,31.0,41.0,234.0,280.0,195.0,1116.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,296.0,280.0,368.0,818.0,68.7
47,경남진해경찰서,2018,0.0,0.0,949.0,48.0,0.0,41.0,0.0,5.0,0.0,0.0,10.0,4.0,2.0,109.0,0.0,385.0,1.0,5.0,0.0,168.0,0.0,0.0,0.0,378.0,0.0,1.0,334.0,151.0,568.0,19.0,27.0,165.0,186.0,87.0,569.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,121.0,170.0,244.0,433.0,66.95
48,경남창원서부경찰서,2018,0.0,0.0,1614.0,18.0,0.0,74.0,5.0,3.0,0.0,0.0,33.0,9.0,1.0,36.0,0.0,741.0,0.0,16.0,2.0,383.0,0.0,0.0,0.0,554.0,0.0,5.0,506.0,273.0,968.0,14.0,33.0,241.0,336.0,154.0,969.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1728.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,238.0,275.0,309.0,683.0,65.15
49,경남창원중부경찰서,2018,0.0,0.0,1290.0,15.0,0.0,66.0,0.0,179.0,0.0,0.0,15.0,14.0,0.0,210.0,0.0,530.0,1.0,3.0,4.0,272.0,0.0,0.0,0.0,528.0,0.0,3.0,455.0,280.0,830.0,22.0,28.0,268.0,298.0,117.0,832.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,121.0,217.0,262.0,243.0,722.0,66.55
50,서울강남경찰서,2018,7.0,0.0,2521.0,573.0,0.0,115.0,0.0,239.0,1.0,0.0,227.0,2.0,0.0,800.0,1.0,1026.0,0.0,39.0,3.0,233.0,0.0,0.0,1.0,1542.0,0.0,36.0,1580.0,587.0,1516.0,11.0,42.0,1078.0,769.0,265.0,1518.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,812.0,899.0,742.0,992.0,66.55
51,서울강동경찰서,2018,11.0,0.0,1548.0,77.0,0.0,88.0,0.0,57.0,0.0,0.0,84.0,0.0,0.0,69.0,0.0,225.0,0.0,65.0,1.0,232.0,0.0,0.0,0.0,1268.0,0.0,5.0,941.0,473.0,451.0,33.0,69.0,472.0,536.0,301.0,454.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,276.0,406.0,464.0,627.0,67.15
52,서울강북경찰서,2018,7.0,0.0,1304.0,19.0,0.0,64.0,0.0,7.0,0.0,0.0,209.0,0.0,1.0,142.0,0.0,235.0,0.0,142.0,0.0,177.0,0.0,0.0,0.0,905.0,0.0,8.0,765.0,398.0,447.0,22.0,69.0,358.0,454.0,259.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,277.0,334.0,409.0,519.0,65.95
53,서울강서경찰서,2018,12.0,0.0,2398.0,264.0,0.0,118.0,0.0,46.0,0.0,0.0,94.0,3.0,4.0,1209.0,0.0,718.0,0.0,66.0,1.0,239.0,0.0,0.0,0.0,675.0,0.0,17.0,1077.0,523.0,1332.0,39.0,68.0,582.0,599.0,312.0,1332.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2919.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,506.0,494.0,529.0,1194.0,68.2
54,서울관악경찰서,2018,4.0,0.0,1640.0,478.0,0.0,77.0,0.0,15.0,0.0,1.0,60.0,1.0,3.0,166.0,1.0,769.0,0.0,80.0,0.0,217.0,0.0,0.0,0.0,1021.0,0.0,17.0,914.0,360.0,1001.0,27.0,56.0,533.0,437.0,221.0,1001.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2258.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,431.0,436.0,483.0,800.0,66.65
55,서울광진경찰서,2018,6.0,0.0,1500.0,237.0,0.0,68.0,0.0,149.0,0.0,0.0,15.0,3.0,1.0,211.0,0.0,621.0,0.0,24.0,1.0,202.0,0.0,0.0,0.0,902.0,0.0,10.0,772.0,324.0,879.0,28.0,56.0,433.0,409.0,168.0,881.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,373.0,390.0,411.0,618.0,69.4
56,서울구로경찰서,2018,6.0,0.0,1707.0,47.0,0.0,108.0,0.0,87.0,0.0,0.0,28.0,4.0,1.0,355.0,0.0,258.0,0.0,55.0,1.0,294.0,0.0,0.0,0.0,1000.0,0.0,15.0,962.0,512.0,509.0,36.0,71.0,510.0,556.0,299.0,511.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1968.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,268.0,424.0,532.0,644.0,68.4
57,서울금천경찰서,2018,4.0,0.0,1357.0,238.0,0.0,62.0,0.0,45.0,0.0,0.0,25.0,4.0,0.0,201.0,0.0,396.0,0.0,52.0,0.0,188.0,1.0,0.0,0.0,878.0,0.0,11.0,807.0,326.0,598.0,21.0,65.0,392.0,440.0,215.0,598.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1719.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,263.0,382.0,437.0,559.0,65.25
